project_id,state,district,project_type,land_area_hectares,affected_families,days_since_notification,compensation_disbursed_pct,legal_disputes_count,legal_dispute_stage,rr_progress_pct,approvals_pending,dept_response_days_avg,possession_status,documentation_completeness_pct,historical_delay_rate_region,delayed
46cb6c85,Odisha,Bhubaneswar,Irrigation,4.57,6,159,58.7,1,Under Hearing,62.8,2,19.1,Partial,80.7,19.7,1
a73c63b0,Tamil Nadu,Coimbatore,Power Transmission,64.72,18,286,65.6,0,None,33.7,4,34.0,Full,78.8,21.4,0
29741be1,Madhya Pradesh,Gwalior,Railway,4.11,10,846,58.9,0,None,11.4,3,72.1,Partial,44.4,44.6,0
56cfedc2,Uttar Pradesh,Lucknow,Power Transmission,20.21,71,673,46.4,1,Under Hearing,83.9,2,46.5,Full,6.0,21.3,1
997756af,Maharashtra,Pune,Urban Development,24.48,157,536,36.8,1,Filed,41.3,3,4.2,Not Started,75.0,55.5,1
782a8605,Gujarat,Ahmedabad,Urban Development,5.41,30,571,15.1,0,None,79.4,1,40.5,Partial,47.0,24.7,1
7af85eec,Uttar Pradesh,Varanasi,Urban Development,17.29,60,799,58.9,0,None,67.6,1,16.2,Partial,81.1,50.3,0
f3bd6deb,Uttar Pradesh,Meerut,Highway,28.2,90,558,66.4,0,None,28.9,3,39.4,Partial,82.1,27.0,1
2c1c65b9,Karnataka,Belagavi,Urban Development,8.74,107,326,50.4,0,None,21.1,4,64.8,Partial,54.5,28.3,1
303b0083,Odisha,Bhubaneswar,Highway,38.03,49,1296,48.5,1,Filed,15.4,1,38.0,Not Started,89.9,49.0,1
67777bb4,Rajasthan,Jaipur,Power Transmission,3.02,62,1093,67.8,0,None,31.2,2,83.2,Not Started,72.0,35.1,0
7e555970,West Bengal,Siliguri,Industrial Corridor,40.48,24,296,74.5,1,Filed,56.6,0,4.2,Partial,58.8,47.2,1
8538fbde,West Bengal,Siliguri,Highway,91.05,69,993,33.4,0,None,50.5,6,36.4,Full,98.4,53.1,0
346825fd,Bihar,Muzaffarpur,Urban Development,11.92,752,707,36.6,0,None,23.3,2,7.7,Not Started,54.7,10.5,0
cbbb85af,Karnataka,Bengaluru,Railway,23.04,123,850,47.4,1,Filed,33.2,1,58.2,Not Started,83.2,54.9,1
0e8fb60f,Maharashtra,Nagpur,Industrial Corridor,32.41,82,60,17.5,0,None,67.8,5,74.5,Partial,48.8,43.8,1
0658582a,West Bengal,Kolkata,Power Transmission,13.84,124,1115,50.7,0,None,73.7,3,74.5,Not Started,35.0,46.7,0
7019a42d,Tamil Nadu,Coimbatore,Railway,19.2,37,220,83.9,0,None,32.7,0,4.4,Partial,46.7,42.4,0
fe7711b1,Rajasthan,Jaipur,Railway,6.71,7,1309,64.3,0,None,20.6,4,10.9,Not Started,86.7,28.2,0
e833c146,Karnataka,Bengaluru,Urban Development,9.73,91,436,23.5,1,Under Hearing,89.4,4,6.9,Not Started,51.0,60.6,1
0ecf769d,Gujarat,Vadodara,Irrigation,11.06,37,1433,54.5,1,Resolved,52.4,3,28.0,Full,70.0,22.7,0
730e6350,Bihar,Muzaffarpur,Highway,6.56,103,1464,70.0,0,None,24.6,3,24.9,Partial,64.5,45.2,0
1957edbc,Gujarat,Ahmedabad,Railway,4.58,113,549,44.4,1,Resolved,45.1,4,7.4,Partial,53.7,20.9,1
4331ae1d,Maharashtra,Aurangabad,Irrigation,4.5,88,702,46.0,1,Filed,35.0,4,5.6,Partial,63.5,49.2,1
63cf9807,Uttar Pradesh,Agra,Urban Development,2.05,356,410,43.7,1,Under Hearing,60.1,5,8.9,Partial,77.9,54.8,1
4daa2c59,Rajasthan,Kota,Railway,1.65,20,316,38.8,0,None,19.7,3,11.5,Full,48.4,47.5,0
0dd6f728,Bihar,Gaya,Irrigation,6.15,142,131,44.3,0,None,39.5,4,21.6,Partial,47.5,55.6,1
08f733f8,Rajasthan,Kota,Industrial Corridor,15.74,23,1477,47.6,0,None,49.5,1,28.8,Partial,73.6,5.0,1
bdbab3e8,Karnataka,Bengaluru,Railway,3.8,235,688,28.5,0,None,67.9,2,50.5,Not Started,66.9,24.5,0
7dd88b57,Madhya Pradesh,Jabalpur,Irrigation,14.12,198,632,40.9,0,None,84.6,5,56.9,Partial,83.3,7.1,1
27b7a86a,West Bengal,Durgapur,Irrigation,8.3,573,579,45.1,1,Resolved,28.4,3,38.9,Partial,47.4,67.8,0
d2b37146,West Bengal,Kolkata,Power Transmission,7.05,31,1070,45.4,1,Under Hearing,58.9,4,70.8,Full,35.4,26.1,0
39197efb,Odisha,Bhubaneswar,Urban Development,23.34,334,157,84.0,0,None,47.4,1,6.6,Full,32.6,7.8,0
cd6014a7,Rajasthan,Jaipur,Irrigation,6.41,31,90,70.7,0,None,67.8,1,9.6,Partial,49.7,39.4,1
57acd165,Rajasthan,Jaipur,Urban Development,11.87,6,692,76.3,0,None,60.4,1,35.8,Partial,72.6,17.2,0
a3ab0e10,Odisha,Rourkela,Industrial Corridor,57.26,274,624,53.6,0,None,4.9,5,43.0,Full,37.9,52.9,1
5bb7e98c,Tamil Nadu,Chennai,Highway,8.36,73,724,82.1,0,None,18.9,2,44.2,Not Started,65.9,14.0,0
f72c030b,West Bengal,Kolkata,Highway,68.85,24,806,81.9,0,None,56.1,7,3.5,Not Started,81.5,39.3,0
0627e917,Rajasthan,Udaipur,Urban Development,15.03,334,1469,85.0,1,Stay Order,39.8,2,28.9,Partial,66.1,47.8,1
629e6ed1,Bihar,Muzaffarpur,Urban Development,14.83,12,110,41.8,1,Under Hearing,72.7,3,17.4,Partial,89.2,46.3,1
2555cbad,Uttar Pradesh,Lucknow,Industrial Corridor,84.3,18,1432,75.2,1,Resolved,18.6,1,84.7,Not Started,43.4,61.8,0
c12cd3b7,Karnataka,Bengaluru,Highway,27.43,138,736,83.1,0,None,35.7,0,27.4,Not Started,59.6,64.2,1
8c672c32,Maharashtra,Pune,Railway,13.94,41,570,74.1,0,None,37.1,1,9.3,Partial,72.1,19.2,0
4fbc5716,Karnataka,Belagavi,Industrial Corridor,2.9,81,102,53.8,0,None,38.9,4,51.6,Partial,13.9,15.3,1
3282477f,West Bengal,Kolkata,Power Transmission,31.27,54,1485,33.9,0,None,22.6,3,34.1,Full,87.5,25.1,0
bf6175ff,Tamil Nadu,Chennai,Highway,2.87,2,823,94.8,0,None,71.3,2,21.7,Partial,64.4,28.1,1
a5305ed3,Bihar,Bhagalpur,Railway,1.27,21,421,59.9,1,Resolved,19.0,4,75.1,Partial,89.7,42.6,1
8cafc8e5,Uttar Pradesh,Lucknow,Industrial Corridor,15.08,74,478,72.3,0,None,66.2,2,32.6,Partial,73.8,21.9,0
658daef3,Madhya Pradesh,Jabalpur,Power Transmission,16.51,5,334,44.6,0,None,40.9,4,26.8,Full,77.6,21.7,0
ff84137e,Tamil Nadu,Salem,Railway,8.9,74,1197,61.6,0,None,8.5,6,43.7,Not Started,67.0,28.7,0
d4ddf211,Odisha,Cuttack,Railway,9.73,129,233,54.1,0,None,35.8,5,14.2,Full,93.9,55.4,0
720dc8b8,West Bengal,Howrah,Industrial Corridor,19.88,21,915,46.9,0,None,49.5,2,32.7,Full,60.2,20.7,1
f9d8bbef,Karnataka,Belagavi,Highway,22.32,28,123,39.0,1,Filed,32.9,1,26.1,Partial,50.5,33.5,1
0f060a42,Karnataka,Hubballi,Urban Development,12.02,124,1098,36.9,0,None,23.0,4,11.6,Partial,99.0,55.3,1
0c89db4f,Tamil Nadu,Chennai,Power Transmission,12.63,369,48,43.9,1,Filed,17.3,1,70.7,Partial,42.5,30.9,1
d2117b91,Karnataka,Hubballi,Urban Development,4.43,27,1063,57.3,0,None,49.6,2,36.5,Not Started,81.8,27.9,1
2f384aea,Maharashtra,Nashik,Industrial Corridor,11.67,34,359,21.5,0,None,88.5,2,9.7,Full,75.8,10.1,1
2f0b5440,Madhya Pradesh,Jabalpur,Railway,4.08,192,690,47.2,1,Stay Order,98.9,1,32.0,Full,71.0,26.0,1
dbc013a3,Gujarat,Vadodara,Highway,3.3,4,1180,50.9,0,None,28.3,3,16.4,Partial,77.1,24.5,0
c15972de,West Bengal,Siliguri,Highway,57.87,29,262,45.5,0,None,82.4,2,34.8,Full,63.7,25.1,0
369489db,Bihar,Gaya,Urban Development,27.8,14,93,54.6,0,None,19.6,2,36.3,Not Started,67.6,36.4,1
ae1d1caa,Gujarat,Vadodara,Irrigation,48.79,41,95,60.4,4,Filed,31.9,2,59.1,Partial,92.8,50.5,1
95611f2d,Madhya Pradesh,Jabalpur,Highway,6.01,22,1454,68.9,1,Resolved,68.2,2,8.2,Full,74.5,52.0,0
4e1b2606,Karnataka,Hubballi,Industrial Corridor,26.58,34,844,38.1,0,None,17.6,1,24.1,Partial,29.4,30.0,1
457495d7,Rajasthan,Jaipur,Urban Development,6.43,402,992,88.5,0,None,57.7,5,18.9,Partial,38.7,29.1,1
653d78cf,Gujarat,Rajkot,Urban Development,11.37,119,332,53.6,1,Resolved,52.4,2,21.7,Not Started,7.0,47.9,1
21afb56c,Uttar Pradesh,Varanasi,Industrial Corridor,18.46,10,1343,83.9,1,Stay Order,76.2,1,13.0,Partial,92.6,42.4,0
4071499e,Odisha,Cuttack,Irrigation,2.87,230,141,92.2,1,Under Hearing,27.1,3,78.7,Full,70.9,40.9,1
6eb40f3b,Madhya Pradesh,Gwalior,Irrigation,27.11,93,395,48.1,1,Filed,70.3,0,4.7,Full,31.6,38.1,0
4310c6bf,Uttar Pradesh,Kanpur,Railway,1.04,150,101,39.6,2,Filed,16.8,3,38.4,Partial,77.6,26.6,1
a3af0c90,West Bengal,Howrah,Power Transmission,41.22,14,1449,85.0,0,None,67.8,2,32.2,Partial,23.9,31.3,1
d1ef091c,Odisha,Bhubaneswar,Highway,7.93,129,330,68.9,0,None,73.3,5,26.2,Partial,85.5,30.8,1
c1216cba,Tamil Nadu,Coimbatore,Urban Development,2.85,57,1309,26.9,2,Stay Order,46.8,1,44.6,Full,74.5,47.9,1
55538691,Karnataka,Belagavi,Irrigation,10.66,132,779,74.9,2,Under Hearing,49.1,5,17.8,Partial,86.6,14.9,1
7ed68b58,Karnataka,Hubballi,Highway,32.49,25,702,46.7,0,None,47.4,4,53.1,Not Started,68.5,24.4,0
dd7e4fc7,Maharashtra,Thane,Power Transmission,10.1,162,1159,39.4,1,Under Hearing,53.2,2,17.5,Not Started,52.5,37.0,1
f79117c5,Odisha,Bhubaneswar,Irrigation,42.31,121,1066,41.7,0,None,31.7,5,23.1,Full,40.2,32.1,1
5aba0cba,Odisha,Bhubaneswar,Industrial Corridor,2.3,118,1128,80.1,1,Resolved,33.1,1,19.0,Full,62.0,57.2,0
f9937b31,West Bengal,Durgapur,Urban Development,71.81,77,284,4.7,2,Stay Order,49.0,1,56.0,Partial,70.2,35.5,1
47a73b42,Odisha,Bhubaneswar,Power Transmission,17.69,48,511,64.5,2,Under Hearing,78.6,3,34.4,Full,43.6,27.3,0
163c4a0c,Bihar,Gaya,Urban Development,10.64,104,693,55.1,1,Stay Order,47.4,2,118.8,Full,46.8,41.8,1
8e44520d,Madhya Pradesh,Bhopal,Urban Development,16.39,72,499,46.8,0,None,34.2,2,13.8,Not Started,66.3,7.3,1
01c76906,Rajasthan,Jaipur,Railway,11.59,75,1247,34.2,0,None,12.8,1,18.4,Not Started,72.2,45.4,1
a5305da5,Gujarat,Surat,Power Transmission,4.05,171,749,83.3,0,None,36.6,1,34.7,Not Started,32.6,13.9,1
c07b4dbb,Tamil Nadu,Chennai,Highway,19.89,74,961,41.1,1,Under Hearing,55.2,3,28.1,Full,74.2,33.0,1
bafaf5aa,Rajasthan,Kota,Highway,35.33,34,833,29.7,1,Filed,66.1,3,18.0,Full,72.0,24.2,1
16599aa4,Madhya Pradesh,Indore,Irrigation,1.42,19,624,44.7,0,None,78.4,2,56.4,Not Started,84.0,46.2,0
ab129a6d,Maharashtra,Nashik,Industrial Corridor,31.15,22,727,35.3,0,None,15.0,2,17.8,Partial,30.3,31.1,1
afdd3f94,Maharashtra,Thane,Highway,6.59,30,1025,62.7,1,Filed,25.1,3,44.5,Partial,49.5,41.9,0
6389e440,Odisha,Bhubaneswar,Highway,5.24,16,1293,18.3,0,None,35.5,3,4.1,Partial,91.9,29.8,1
7bd2b3c4,Odisha,Bhubaneswar,Industrial Corridor,94.2,34,477,32.7,1,Under Hearing,37.7,5,25.2,Partial,16.6,49.7,1
abb92ae8,Rajasthan,Jaipur,Power Transmission,6.57,48,1261,58.3,1,Filed,36.3,0,4.8,Partial,79.8,44.8,0
bce6dec0,Maharashtra,Nashik,Irrigation,45.29,67,813,19.4,2,Resolved,63.5,1,25.7,Partial,65.7,53.9,0
a8050dd5,Uttar Pradesh,Meerut,Irrigation,12.2,229,445,16.7,0,None,81.5,4,20.4,Not Started,90.7,50.0,1
23f3a777,Uttar Pradesh,Kanpur,Power Transmission,6.22,109,1029,87.7,0,None,43.1,4,18.3,Partial,35.3,30.3,0
13544aa4,Rajasthan,Udaipur,Power Transmission,4.15,39,408,43.2,0,None,58.4,5,8.1,Partial,28.8,9.3,0
1df3ff92,Madhya Pradesh,Gwalior,Power Transmission,10.38,44,1084,51.7,0,None,41.2,2,10.2,Partial,95.9,37.5,0
9ffe6eff,Maharashtra,Pune,Railway,32.23,80,843,98.6,1,Under Hearing,73.7,4,51.5,Partial,54.6,46.7,1
5203a478,Tamil Nadu,Coimbatore,Power Transmission,21.13,204,275,21.9,1,Stay Order,14.9,3,49.9,Partial,78.1,13.1,1
54530278,Uttar Pradesh,Kanpur,Industrial Corridor,16.84,119,594,41.2,1,Filed,48.7,5,3.8,Full,71.9,43.6,0
0f4b4139,Odisha,Rourkela,Highway,3.85,74,1071,50.3,1,Filed,56.2,4,22.5,Partial,70.8,32.2,0
d79a39a0,Maharashtra,Pune,Railway,3.36,72,590,37.8,0,None,30.4,4,29.5,Not Started,74.5,22.6,1
8913a8b4,West Bengal,Durgapur,Power Transmission,32.04,40,1439,47.0,0,None,39.3,2,79.4,Not Started,35.5,18.5,0
54a15b7b,Madhya Pradesh,Gwalior,Railway,41.71,205,1356,68.4,0,None,40.4,3,27.8,Full,55.5,26.4,0
3e99a3b5,Tamil Nadu,Chennai,Power Transmission,3.98,211,980,94.9,1,Stay Order,63.0,2,12.9,Full,33.2,10.1,1
f627125c,Odisha,Rourkela,Highway,3.89,72,694,31.2,1,Resolved,44.2,3,10.6,Partial,79.4,18.8,0
a0e1d433,Karnataka,Bengaluru,Railway,17.66,16,396,79.5,0,None,33.4,2,6.5,Partial,44.0,51.8,0
3e92c389,Odisha,Bhubaneswar,Industrial Corridor,5.06,100,1323,55.6,0,None,36.4,2,47.6,Partial,91.8,42.7,1
bca9305d,Uttar Pradesh,Agra,Industrial Corridor,3.58,49,662,55.3,1,Stay Order,10.7,3,38.8,Partial,72.1,46.9,1
9432069c,Karnataka,Bengaluru,Industrial Corridor,2.49,48,270,51.9,1,Under Hearing,46.5,1,8.4,Full,47.8,47.5,1
50852ff0,Uttar Pradesh,Meerut,Irrigation,5.27,20,1152,9.0,0,None,80.7,0,12.5,Partial,45.1,42.9,0
3a2b016c,West Bengal,Siliguri,Highway,16.13,117,438,87.1,1,Stay Order,50.2,8,21.6,Full,63.1,57.1,1
03b617f0,West Bengal,Siliguri,Power Transmission,3.39,196,823,64.8,1,Stay Order,42.2,1,37.8,Full,56.8,37.2,1
e439b77c,Maharashtra,Nagpur,Railway,11.37,294,408,27.1,0,None,45.3,4,83.2,Partial,63.4,35.6,1
c63301a2,Uttar Pradesh,Meerut,Irrigation,6.77,119,1309,92.8,0,None,42.4,3,9.1,Not Started,87.9,34.4,1
158d6e34,West Bengal,Howrah,Industrial Corridor,25.54,122,1125,18.1,0,None,77.8,2,31.3,Full,26.9,37.8,0
fc6dfb9d,Madhya Pradesh,Indore,Urban Development,19.22,25,1068,75.9,1,Under Hearing,78.6,2,19.3,Full,59.8,36.9,1
cfc507b1,Gujarat,Ahmedabad,Industrial Corridor,5.4,42,798,43.1,0,None,82.1,1,31.8,Full,73.6,28.0,0
8e67b80c,Gujarat,Rajkot,Railway,38.86,133,634,52.8,1,Under Hearing,68.5,3,20.3,Partial,48.5,42.3,1
eb137d9c,Madhya Pradesh,Jabalpur,Irrigation,31.32,198,321,14.4,0,None,11.4,1,17.8,Not Started,60.7,43.0,0
b3cb61da,West Bengal,Durgapur,Power Transmission,13.42,11,1069,75.1,1,Stay Order,60.9,2,12.3,Partial,33.2,28.5,1
ea6b6eda,Rajasthan,Udaipur,Power Transmission,35.33,47,1475,19.5,0,None,71.5,4,17.9,Not Started,24.2,21.5,1
00fe50d0,Tamil Nadu,Salem,Highway,9.37,180,687,19.7,0,None,28.5,3,20.4,Partial,74.6,34.4,1
f0b2743b,Rajasthan,Jaipur,Irrigation,2.74,72,314,30.0,0,None,68.0,3,37.1,Partial,78.8,26.8,0
0c9682f0,Rajasthan,Jaipur,Irrigation,8.3,195,1208,71.1,0,None,78.3,2,47.0,Full,77.7,42.1,1
458d7908,Karnataka,Mysuru,Industrial Corridor,4.55,60,222,96.6,0,None,75.3,2,18.5,Partial,59.9,30.5,0
8026fea4,Odisha,Rourkela,Urban Development,3.48,545,642,47.9,1,Under Hearing,84.9,5,17.6,Partial,50.7,39.9,1
0cee5628,Odisha,Bhubaneswar,Industrial Corridor,48.42,341,776,84.7,2,Resolved,87.4,4,95.9,Partial,55.7,43.8,0
5faa3a61,Bihar,Bhagalpur,Irrigation,24.47,361,194,39.6,1,Resolved,39.2,2,42.3,Not Started,82.6,73.4,1
e5334a9e,Uttar Pradesh,Lucknow,Industrial Corridor,18.07,62,1302,76.8,1,Under Hearing,44.1,1,16.6,Full,24.4,25.8,1
e5e12058,West Bengal,Durgapur,Urban Development,8.58,56,156,43.2,0,None,3.3,3,2.8,Not Started,79.6,21.8,0
64d9b77a,Madhya Pradesh,Indore,Power Transmission,4.56,26,580,78.4,0,None,45.2,2,35.7,Partial,42.4,73.7,0
180b0b67,Maharashtra,Nagpur,Railway,57.19,4,372,78.5,0,None,24.8,2,52.2,Not Started,38.0,31.7,1
911965fd,Maharashtra,Nagpur,Highway,3.24,34,1104,33.5,1,Stay Order,24.1,3,38.5,Not Started,92.1,35.3,1
a215e885,Gujarat,Ahmedabad,Irrigation,4.16,143,596,92.4,4,Stay Order,12.4,1,10.2,Not Started,25.5,18.5,1
52323c6d,Uttar Pradesh,Agra,Railway,1.78,75,582,33.9,0,None,90.4,4,17.3,Not Started,40.2,28.1,0
6c08b0a0,Tamil Nadu,Madurai,Railway,11.24,248,210,44.8,0,None,44.3,3,54.5,Partial,52.8,58.7,0
166f12f9,Uttar Pradesh,Kanpur,Railway,30.45,545,1460,52.2,2,Under Hearing,39.8,2,19.9,Full,60.0,30.4,1
ffc036da,Gujarat,Surat,Irrigation,16.63,21,1276,35.3,1,Stay Order,58.1,2,18.0,Partial,47.4,45.0,1
f80da123,Odisha,Bhubaneswar,Railway,13.96,131,1372,94.1,1,Filed,45.8,0,16.7,Full,9.7,45.5,1
852ebec6,Rajasthan,Jodhpur,Urban Development,13.7,49,1112,92.4,2,Resolved,36.1,1,8.1,Not Started,17.9,44.5,1
68039e04,Karnataka,Mysuru,Power Transmission,26.86,13,132,45.5,0,None,22.8,3,65.4,Not Started,38.8,34.4,1
5a78a362,Maharashtra,Aurangabad,Highway,240.19,56,463,42.5,0,None,75.6,4,16.9,Full,73.3,44.6,1
96d2406a,West Bengal,Howrah,Irrigation,3.25,102,1336,59.3,0,None,70.6,2,12.7,Full,89.1,57.4,0
4b60b9e4,Tamil Nadu,Coimbatore,Irrigation,16.63,41,1322,65.8,2,Resolved,47.5,0,24.4,Not Started,86.0,42.8,0
cca77cb0,Maharashtra,Nashik,Power Transmission,16.71,186,1279,65.1,3,Filed,66.4,4,24.0,Partial,21.7,44.8,1
80b7af32,Odisha,Cuttack,Power Transmission,26.35,33,1151,24.8,1,Under Hearing,10.2,1,25.5,Partial,14.6,48.5,1
42e7f2dd,Tamil Nadu,Chennai,Power Transmission,72.56,38,767,49.4,1,Under Hearing,42.3,2,60.9,Partial,58.9,49.6,0
2b6de3a2,Maharashtra,Nagpur,Irrigation,6.84,46,978,71.3,0,None,36.5,2,4.9,Full,72.6,44.7,1
d4a90c59,Madhya Pradesh,Gwalior,Irrigation,26.41,16,228,38.2,1,Under Hearing,63.9,4,45.3,Partial,49.5,66.0,1
045982aa,Bihar,Gaya,Power Transmission,13.86,14,796,14.9,1,Under Hearing,60.1,1,3.8,Full,64.3,37.1,0
979d1764,Madhya Pradesh,Bhopal,Power Transmission,42.6,916,929,21.6,2,Resolved,24.9,1,18.8,Partial,35.8,19.2,1
2cdb41a2,Odisha,Cuttack,Power Transmission,3.86,28,1108,26.2,1,Resolved,23.2,0,18.8,Partial,32.3,44.9,1
9a6ff51f,Madhya Pradesh,Jabalpur,Power Transmission,26.5,113,290,79.2,1,Under Hearing,20.6,5,15.8,Not Started,77.5,38.7,1
89b30370,West Bengal,Siliguri,Power Transmission,57.94,267,699,55.0,0,None,9.6,2,43.3,Partial,29.2,5.0,1
38c7e3b6,Karnataka,Mysuru,Industrial Corridor,22.0,34,1056,16.2,2,Stay Order,66.0,1,34.4,Full,71.8,49.2,1
11b4d06b,West Bengal,Howrah,Highway,45.39,20,1390,87.5,1,Under Hearing,72.8,2,6.8,Not Started,83.8,6.1,1
d876c95c,West Bengal,Durgapur,Irrigation,18.97,35,1181,16.3,0,None,57.1,2,19.0,Partial,84.0,48.8,0
d2cf8f7b,Uttar Pradesh,Varanasi,Irrigation,18.18,72,1385,46.7,1,Resolved,37.8,5,12.3,Not Started,90.1,32.2,0
afb16c62,Rajasthan,Udaipur,Urban Development,19.88,44,122,44.1,0,None,26.6,2,45.5,Partial,57.3,44.5,1
8284b931,Karnataka,Belagavi,Urban Development,2.84,198,677,49.4,0,None,54.9,3,2.2,Partial,68.8,37.1,1
9d4047a2,Madhya Pradesh,Gwalior,Irrigation,16.69,64,864,56.0,0,None,25.5,4,37.2,Partial,79.5,31.6,0
b3849ddd,Tamil Nadu,Chennai,Industrial Corridor,0.88,24,655,90.4,0,None,42.2,2,3.2,Partial,65.2,54.9,1
d71af626,Karnataka,Hubballi,Railway,8.8,41,1215,26.4,1,Filed,82.6,7,37.9,Partial,15.9,20.7,1
291e3fed,Karnataka,Bengaluru,Railway,1.86,138,1093,12.5,0,None,44.6,1,19.0,Partial,41.2,11.9,1
fd6531d2,Madhya Pradesh,Indore,Power Transmission,6.16,326,399,59.4,2,Resolved,25.6,2,52.8,Full,29.9,29.1,0
0fcabce0,Maharashtra,Nashik,Irrigation,10.62,129,772,80.4,1,Under Hearing,21.0,4,5.8,Partial,80.0,22.9,1
6860aca9,Bihar,Muzaffarpur,Railway,28.7,255,234,60.2,3,Filed,41.5,3,23.4,Not Started,24.8,26.0,1
e6f5179e,Bihar,Bhagalpur,Urban Development,4.42,27,949,61.7,0,None,32.3,9,37.0,Partial,63.6,49.5,1
0444858b,Tamil Nadu,Salem,Urban Development,4.31,43,779,25.3,1,Resolved,4.1,5,43.0,Full,44.7,33.9,0
7e622dbb,West Bengal,Siliguri,Railway,26.49,99,461,72.3,0,None,23.5,0,6.8,Full,63.0,42.1,1
3e85e737,Maharashtra,Aurangabad,Highway,13.59,40,395,69.0,1,Stay Order,49.3,2,18.3,Partial,64.2,41.8,1
27ad8451,Rajasthan,Jodhpur,Urban Development,60.12,219,698,24.0,1,Filed,16.5,2,57.8,Partial,75.1,26.8,1
c696e7df,Maharashtra,Nagpur,Highway,1.57,190,622,49.2,0,None,38.5,0,43.4,Partial,50.5,25.5,1
7913c4e0,Karnataka,Bengaluru,Urban Development,3.43,131,373,92.8,1,Filed,50.0,1,2.4,Not Started,60.2,38.2,1
3f578ae2,Tamil Nadu,Madurai,Power Transmission,11.3,43,52,23.5,0,None,81.0,4,21.5,Full,73.7,34.8,0
796c3b51,Rajasthan,Udaipur,Power Transmission,8.91,3,666,58.0,1,Resolved,49.0,2,52.2,Full,62.3,69.4,0
db6e2e99,Karnataka,Bengaluru,Highway,11.54,101,388,38.1,1,Filed,61.6,3,49.1,Full,90.2,37.2,1
763c0da6,Odisha,Rourkela,Railway,67.04,7,1413,39.5,1,Resolved,49.7,6,32.5,Partial,71.7,36.9,1
372d5460,Odisha,Cuttack,Industrial Corridor,4.24,12,1205,89.3,0,None,87.8,2,10.2,Partial,55.8,26.0,0
1ae00ff5,Tamil Nadu,Salem,Railway,14.14,50,491,39.2,0,None,25.0,5,101.3,Partial,84.6,36.2,0
46215044,Gujarat,Rajkot,Power Transmission,11.58,52,944,72.9,1,Filed,76.5,0,38.2,Full,81.8,48.0,1
1a1fc676,Gujarat,Vadodara,Urban Development,8.22,60,299,74.3,0,None,44.9,2,62.7,Partial,34.4,46.4,1
77383771,Odisha,Rourkela,Power Transmission,8.21,6,455,26.3,2,Filed,41.7,3,4.9,Not Started,50.2,47.4,0
8ffc25e9,Bihar,Patna,Railway,3.76,7,270,60.7,1,Resolved,42.0,0,40.9,Not Started,29.4,37.5,0
99c4c938,Maharashtra,Thane,Highway,58.12,22,1379,68.8,2,Filed,86.3,1,48.9,Not Started,50.2,17.2,1
fa870c89,Tamil Nadu,Madurai,Industrial Corridor,18.93,52,110,35.7,1,Filed,9.7,0,23.2,Full,43.9,9.0,0
af4c52ee,Odisha,Rourkela,Industrial Corridor,28.16,271,533,85.2,0,None,78.6,0,12.8,Partial,49.3,21.8,0
418f4812,Karnataka,Bengaluru,Railway,138.53,281,830,66.7,1,Filed,40.5,3,14.3,Full,51.0,16.3,0
b0b2b3a4,Maharashtra,Nagpur,Irrigation,4.59,117,54,55.1,3,Under Hearing,16.9,2,41.0,Partial,39.4,22.9,1
af429a56,Odisha,Cuttack,Highway,11.85,248,1366,25.8,2,Stay Order,26.8,5,31.6,Not Started,80.4,16.4,1
a3f337a8,West Bengal,Durgapur,Urban Development,2.91,53,1103,70.7,1,Under Hearing,29.1,1,29.1,Partial,44.6,35.4,1
46a065fe,Maharashtra,Nashik,Power Transmission,6.61,96,1404,8.0,0,None,45.7,1,48.5,Full,26.1,13.9,1
0727809e,Rajasthan,Udaipur,Urban Development,84.22,16,1182,85.9,1,Resolved,6.6,1,37.5,Full,75.6,5.0,0
dce40722,Madhya Pradesh,Jabalpur,Highway,11.11,33,1377,62.7,1,Under Hearing,62.8,2,48.9,Full,77.9,30.5,1
15419f3c,West Bengal,Kolkata,Power Transmission,16.1,20,1412,27.4,0,None,33.2,3,90.1,Not Started,74.9,54.2,1
8c98edf7,Uttar Pradesh,Varanasi,Power Transmission,29.48,44,999,48.2,0,None,14.1,4,14.2,Partial,46.6,23.3,1
5c9c9bc4,Odisha,Cuttack,Urban Development,19.85,294,428,43.2,2,Filed,53.0,3,10.2,Not Started,43.1,45.8,0
820f2046,Tamil Nadu,Salem,Railway,7.8,150,836,88.3,1,Stay Order,49.3,3,25.5,Not Started,34.3,48.5,1
aec564cb,Madhya Pradesh,Gwalior,Power Transmission,69.16,104,1390,71.5,1,Filed,55.7,2,10.4,Partial,74.9,74.4,0
a928e554,Gujarat,Surat,Industrial Corridor,0.81,59,256,37.1,0,None,25.5,4,51.1,Full,50.8,36.5,0
f605869b,West Bengal,Howrah,Industrial Corridor,31.02,7,336,74.0,1,Stay Order,36.0,3,12.5,Full,63.0,26.1,1
51981b52,Rajasthan,Udaipur,Urban Development,6.76,27,598,19.9,1,Under Hearing,73.3,3,48.1,Not Started,94.4,55.7,1
610a5faa,Bihar,Muzaffarpur,Urban Development,2.56,98,1315,9.4,1,Under Hearing,39.9,3,11.9,Partial,72.4,25.5,1
a9343571,Odisha,Bhubaneswar,Urban Development,6.89,62,682,30.9,1,Under Hearing,37.3,1,25.2,Full,52.4,28.8,1
